"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY4","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY5","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003139890","00450061","23","世帯数，世帯構造・市郡・世帯主の年齢（５歳階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131637","00450061","24","世帯数，世帯人員・世帯主の性・世帯主の年齢（５歳階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131546","00450061","25","世帯数，世帯構造・世帯主の性・世帯主の年齢（５歳階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003139957","00450061","26","世帯数，世帯構造・市郡・有業者構成別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131638","00450061","27","世帯数，世帯人員・世帯業態・有業人員別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131678","00450061","28","世帯数，有業人員・世帯類型・世帯人員別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131547","00450061","29","世帯数，有業人員・世帯種・世帯人員別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131634","00450061","3","世帯数－構成割合，世帯業態・年次別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003139942","00450061","30","世帯数，地域ブロック・世帯人員別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003139923","00450061","31","世帯数，地域ブロック・世帯構造別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003139891","00450061","32","世帯数，地域ブロック・世帯類型別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003139958","00450061","33","世帯数，地域ブロック・世帯業態別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0004022398","00450061","34","平均有業人員－平均世帯人員－有業率，世帯人員・世帯業態別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0004022399","00450061","35","平均有業人員－平均世帯人員－有業率，世帯人員・世帯構造別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0004022400","00450061","36","平均有業人員－平均世帯人員－有業率，世帯人員・世帯主の年齢（５歳階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0004022401","00450061","37","平均有業人員－平均世帯人員－有業率，世帯人員・市郡別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0004022402","00450061","38","平均有業人員－平均世帯人員－有業率，世帯人員・世帯類型別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131572","00450061","39","世帯数，世帯人員・世帯構造・家計支出額（５万円階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131564","00450061","4","世帯数－構成割合，世帯類型・年次別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131684","00450061","40","世帯数，世帯人員・世帯類型・家計支出額（５万円階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131693","00450061","41","世帯数，世帯人員・世帯主の年齢（５歳階級）・家計支出額（５万円階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131694","00450061","42","世帯数，世帯人員・世帯業態・家計支出額（５万円階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131685","00450061","43","世帯数，世帯人員・世帯種・家計支出額（５万円階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003139892","00450061","44","世帯数，世帯人員・市郡・家計支出額（５万円階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131643","00450061","45","１世帯当たり平均家計支出額，世帯人員・世帯主の年齢（５歳階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131713","00450061","46","１世帯当たり平均家計支出額，世帯構造・世帯主の年齢（５歳階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131687","00450061","47","１世帯当たり平均家計支出額，世帯人員・世帯類型別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131644","00450061","48","１世帯当たり平均家計支出額，世帯人員・世帯業態別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131645","00450061","49","公的年金－恩給受給者のいる世帯数，世帯構造・世帯業態別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131635","00450061","5","単独世帯数－（再掲）65歳以上の単独世帯数，世帯主の性・年次別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131726","00450061","50","公的年金－恩給受給者数，公的年金受給の種類（複数回答）・性・年齢（５歳階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131737","00450061","51","公的年金－恩給受給者数，世帯主との続柄・性・年齢（５歳階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131739","00450061","52","世帯人員数（15歳以上），仕事の有－勤めか自営かの別－勤め先での呼称－無・年齢（５歳階級）・性・公的年金加入状況別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131743","00450061","53","同居の夫婦組数，夫の仕事の有無・夫の公的年金加入状況・妻の仕事の有無・妻の公的年金加入状況別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131727","00450061","54","世帯人員数，配偶者の有無・性・年齢（５歳階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131701","00450061","55","世帯人員数，医療保険加入状況・性・年齢（５歳階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131702","00450061","56","世帯人員数，経済上の地位・性・年齢（５歳階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131728","00450061","57","世帯人員数（15歳以上），就業状況・性・年齢（５歳階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131703","00450061","58","世帯人員数（15歳以上），仕事の有－勤めか自営かの別－勤め先での呼称－無・配偶者の有無・年齢（５歳階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131740","00450061","59","世帯人員数（15歳以上），仕事の有－勤めか自営かの別－勤め先での呼称－無・同居児童の有無・年齢（５歳階級）・性別別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003139921","00450061","6","世帯数－構成割合，地域ブロック・年次別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131714","00450061","60","世帯数－傷病人員数－傷病者のいる世帯の１世帯当たり平均傷病人員，傷病者の有無・世帯構造別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131715","00450061","61","世帯数－傷病人員数－傷病者のいる世帯の１世帯当たり平均傷病人員，傷病者の有無・世帯類型別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131716","00450061","62","世帯数－傷病人員数－傷病者のいる世帯の１世帯当たり平均傷病人員，傷病者の有無・世帯業態別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131695","00450061","63","世帯数－傷病人員数－傷病者のいる世帯の１世帯当たり平均傷病人員，傷病者の有無・世帯主の性・世帯主の年齢（10歳階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131696","00450061","64","世帯数－傷病人員数－傷病者のいる世帯の１世帯当たり平均傷病人員，傷病者の有無・家計支出額（５万円階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131688","00450061","65","世帯数－傷病人員数－傷病者のいる世帯の１世帯当たり平均傷病人員，傷病者の有無・世帯種別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131729","00450061","66","世帯人員数，傷病の有－傷病の状況（複数回答）－無・性・世帯構造別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131756","00450061","67","世帯人員数，傷病の有－傷病の状況（複数回答）－無・性・年齢（５歳階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131717","00450061","68","高齢者世帯数，世帯主の年齢（５歳階級）・世帯業態・公的年金－恩給受給の有無別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131697","00450061","69","高齢者世帯数，世帯構造・世帯主の性・世帯主の仕事の有－勤めか自営かの別－無別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131541","00450061","7","平均世帯人員，年次別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131689","00450061","70","高齢者世帯数，世帯構造・世帯主の性・世帯主の年齢（５歳階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131646","00450061","71","母子世帯数－父子世帯数，父又は母の仕事の有－勤めか自営かの別－無・父又は母の年齢（10歳階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0004022403","00450061","72","児童のいる世帯数－児童のいる世帯の平均児童数，児童数・市郡別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0004022404","00450061","73","児童のいる世帯数－児童のいる世帯の平均児童数，児童数・世帯主の年齢（５歳階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0004022405","00450061","74","児童のいる世帯数－児童のいる世帯の平均児童数，児童数・世帯構造別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131719","00450061","75","児童のいる世帯数，世帯主の年齢(５歳階級）・世帯業態・児童数別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003139925","00450061","76","児童のいる世帯数，世帯主の年齢(５歳階級）・市郡・児童数別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131720","00450061","77","児童のいる世帯数，末子の父母の就業状況・世帯構造・児童数－（再掲）６歳未満がいる世帯別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131721","00450061","78","児童のいる世帯数，末子の父母の就業状況・世帯構造・末子の年齢階級－（再掲）最年長が６歳未満の世帯別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131722","00450061","79","児童のいる世帯数，末子の母の年齢（５歳階級）・児童数・末子の母の仕事の有－勤めか自営かの別－無別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131764","00450061","8","世帯人員数－構成割合，医療保険加入状況・年次別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131753","00450061","80","児童のいる世帯数，末子の母の年齢（５歳階級）・末子の母の仕事の有無・末子の年齢階級－(再掲）最年長が６歳未満の世帯別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131735","00450061","81","60歳以上の者のいる世帯数，世帯構造・公的年金－恩給受給の有無・有業人員別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131754","00450061","82","65歳以上の者のいる世帯数，世帯構造・公的年金－恩給受給の有無・有業人員別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003139973","00450061","83","65歳以上の者のいる世帯数，世帯業態・市郡・65歳以上の者（高年者）の構成別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003139960","00450061","84","65歳以上の者のいる世帯数，世帯構造・市郡・世帯主の年齢（5歳階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131724","00450061","85","65歳以上の者のみの世帯数，世帯構造・世帯業態別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131755","00450061","86","65歳以上の者のみの夫婦のみの世帯数，夫の年齢（５歳階級）・妻の年齢（５歳階級）別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003139945","00450061","87","65歳以上の者の数，性・配偶者の有無・市郡・家族形態別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131758","00450061","88","65歳以上の者の数，性・配偶者の有無・年齢（５歳階級）・家族形態別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131742","00450061","89","65歳以上の者の数，仕事の有－勤めか自営かの別－勤め先での呼称－無・性・世帯構造別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131725","00450061","9","公的年金－恩給受給者数－受給割合，性・年次別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131699","00450061","90","75歳以上の者のいる世帯数，世帯構造・公的年金－恩給受給の有無・有業人員別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003139926","00450061","91","75歳以上の者の数，性・配偶者の有無・市郡・家族形態別","国民生活基礎調査","平成18年国民生活基礎調査","世帯票",NA,NA,NA,"年次",,"2025-03-18"
"0003131813","00450061","1","１世帯当たり平均所得金額－１世帯当たり平均可処分所得金額－世帯人員１人当たり平均所得金額－平均世帯人員、年次別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003131776","00450061","10","１世帯当たり平均所得金額、世帯構造・年次別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003131978","00450061","100","世帯数、家計支出額階級・世帯主の年齢（10歳階級）・所得金額階級別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003131993","00450061","101","世帯数、家計支出額階級・世帯主の年齢（10歳階級）・可処分所得金額階級別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003139963","00450061","102","公的年金－恩給受給者のいる世帯数、公的年金－恩給の総所得に占める割合・市郡・所得五分位階級別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-19"
"0003131859","00450061","103","公的年金－恩給受給者のいる世帯の１世帯当たり平均所得金額、世帯構造・所得五分位階級別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-19"
"0003131994","00450061","104","高齢者世帯数、公的年金－恩給の総所得に占める割合・所得金額階級別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003131881","00450061","105","世帯人員数（15歳以上）、年齢（５歳階級）・性・公的年金-恩給受給の有－公的年金－恩給額階級－無別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003131844","00450061","106","世帯数の構成割合、所得五分位階級・課税の状況別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-19"
"0003131882","00450061","107","世帯数の割合－１世帯当たり平均金額、拠出金等の種類・所得五分位階級別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-19"
"0003131786","00450061","108","社会保険料のある世帯の１世帯当たり平均社会保険料額－総所得に占める割合、所得五分位階級・社会保険料の種類別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-19"
"0003131883","00450061","109","社会保険料のある世帯の１世帯当たり平均社会保険料額－総所得に占める割合、世帯主の年齢（10歳階級）・社会保険料の種類別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003131777","00450061","11","１世帯当たり平均所得金額、世帯類型・年次別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003131863","00450061","110","企業年金・個人年金等掛金のある世帯数の割合－企業年金・個人年金等掛金のある世帯の１世帯当たり平均企業年金・個人年金等掛金額、世帯主の年齢（10歳階級）別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003131790","00450061","111","企業年金・個人年金等掛金のある世帯数の割合－企業年金・個人年金等掛金のある世帯の１世帯当たり平均企業年金・個人年金等掛金額、世帯業態別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003131996","00450061","112","世帯数、課税の状況・世帯業態別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003131997","00450061","113","世帯数、課税の状況・世帯類型・所得金額階級別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003131949","00450061","114","世帯数、課税の状況・世帯主の年齢（5歳階級）別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003131998","00450061","115","世帯数、課税の状況・児童の有無・所得金額階級別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003131999","00450061","116","世帯数、所得五分位階級・拠出金の有－拠出金額階級－無別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-19"
"0003131980","00450061","117","世帯数、世帯業態・拠出金の有－拠出金額階級－無別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003131982","00450061","118","世帯数、世帯類型・拠出金の有－拠出金額階級－無別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003131983","00450061","119","世帯数、世帯主の年齢（10歳階級）・所得税額階級別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003139974","00450061","12","１世帯当たり平均所得金額、市郡・年次別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003132001","00450061","120","世帯数、世帯主の年齢（10歳階級）・住民税額階級別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003131984","00450061","121","世帯数、所得五分位階級・社会保険料額階級別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-19"
"0003131969","00450061","122","世帯数、世帯業態・社会保険料額階級別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003131970","00450061","123","世帯数、世帯類型・社会保険料額階級別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003132004","00450061","124","世帯数、世帯主の年齢（10歳階級)・社会保険料額階級別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003131971","00450061","125","世帯数、世帯類型・固定資産税額階級別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003131986","00450061","126","世帯数、世帯主の年齢（10歳階級）・固定資産税額階級別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003131791","00450061","127","１世帯当たり平均金額、拠出金等の種類・所得五分位階級別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-19"
"0003131847","00450061","128","１世帯当たり平均金額、拠出金等の種類・世帯人員別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003131864","00450061","129","１世帯当たり平均金額、拠出金等の種類・世帯業態別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003131778","00450061","13","公的年金－恩給を受給している高齢者世帯数の構成割合、公的年金－恩給の総所得に占める割合・年次別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003131792","00450061","130","１世帯当たり平均金額、拠出金等の種類・世帯類型別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003131887","00450061","131","１世帯当たり平均金額、拠出金等の種類・世帯主の年齢（10歳階級）別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003139948","00450061","132","１世帯当たり平均金額、拠出金等の種類・地域ブロック別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003131888","00450061","133","１世帯当たり平均金額、拠出金等の種類・児童の有無別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-18"
"0003131865","00450061","134","１世帯当たり平均所得金額－世帯人員１人当たり平均所得金額－平均世帯人員－平均有業人員、生活意識別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-19"
"0003131972","00450061","135","世帯数、生活意識・所得金額階級別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-19"
"0003132005","00450061","136","世帯数、生活意識・世帯人員・所得五分位階級別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-19"
"0003132013","00450061","137","世帯数、生活意識・世帯業態・所得五分位階級別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-19"
"0003131988","00450061","138","世帯数、生活意識・世帯構造・所得五分位階級別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-19"
"0003132006","00450061","139","世帯数、生活意識・世帯類型・所得五分位階級別","国民生活基礎調査","平成18年国民生活基礎調査","所得票",NA,NA,NA,"年次",,"2025-03-19"
