"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003273297","00250005","再入受刑者 再入受刑者の前刑出所時属性及び犯罪傾向の進度別 再犯期間","矯正統計","年次",,"2024-10-09"
"0003273298","00250005","再入受刑者 再入受刑者の前刑出所時矯正処遇の種類・処遇分類級別 再犯期間","矯正統計","年次",,"2024-10-09"
"0003273300","00250005","再入受刑者 再入受刑者の前刑罪名別 再入刑罪名","矯正統計","年次",,"2024-10-09"
"0003273301","00250005","再入受刑者 再入受刑者の前刑刑名・刑期別 再入刑刑名・刑期","矯正統計","年次",,"2024-10-09"
"0003273302","00250005","再入受刑者 再入受刑者の前刑作業別 再犯時職業(H22以前)","矯正統計","年次",,"2024-06-14"
"0003273303","00250005","再入受刑者 再入受刑者の前刑職業訓練(H20以前)別 再犯時職業(H22以前)","矯正統計","年次",,"2024-06-14"
"0003273312","00250005","再入受刑者 再入受刑者の前刑出所年別 再入状況","矯正統計","年次",,"2024-10-09"
"0003273314","00250005","再入受刑者 再入受刑者の前刑出所年及び出所事由別 再入状況","矯正統計","年次",,"2024-10-09"
"0003273315","00250005","再入受刑者 再入受刑者の前刑刑名・刑期別 再入状況","矯正統計","年次",,"2024-10-09"
"0003273316","00250005","再入受刑者 再入受刑者の前刑入所度数別 再入状況","矯正統計","年次",,"2024-10-09"
"0003273317","00250005","再入受刑者 再入受刑者の前刑出所時属性及び犯罪傾向の進度別 再入状況","矯正統計","年次",,"2024-10-09"
"0003273318","00250005","再入受刑者 再入受刑者の前刑作業別 再犯時職業(H23以降)","矯正統計","年次",,"2024-10-09"
"0003273319","00250005","再入受刑者 再入受刑者の前刑職業訓練(H21以降)別 再犯時職業(H23以降)","矯正統計","年次",,"2024-10-09"
"0003278212","00250005","出所受刑者 出所受刑者の執行した刑の態様別 出所事由","矯正統計","年次",,"2024-10-09"
"0003278320","00250005","出所受刑者 出所受刑者の受刑在所期間別 出所事由","矯正統計","年次",,"2024-10-09"
"0003278321","00250005","出所受刑者 無期刑仮釈放者の執行した刑の態様別 受刑在所期間","矯正統計","年次",,"2024-10-09"
"0003278322","00250005","出所受刑者 有期刑仮釈放者の刑名・刑期別 刑の執行率","矯正統計","年次",,"2024-10-09"
"0003278323","00250005","出所受刑者 刑の一部執行猶予仮釈放者の刑名・刑期別 実刑期部分の執行率","矯正統計","年次",,"2024-10-09"
"0003278335","00250005","出所受刑者 出所受刑者の受刑在所期間別 作業報奨金支給額","矯正統計","年次",,"2024-10-10"
"0003278339","00250005","出所受刑者 出所受刑者の受刑在所期間別 出所時制限区分","矯正統計","年次",,"2024-10-10"
"0003278380","00250005","出所受刑者 出所受刑者の年齢別 出所時制限区分","矯正統計","年次",,"2024-10-10"
"0003278381","00250005","出所受刑者 出所受刑者の刑名・刑期別 懲罰事犯","矯正統計","年次",,"2024-10-10"
"0003278382","00250005","出所受刑者 出所受刑者の入所度数別 懲罰事犯","矯正統計","年次",,"2024-10-10"
"0003278383","00250005","出所受刑者 出所受刑者の受刑在所期間別 懲罰回数","矯正統計","年次",,"2024-10-10"
"0003278384","00250005","出所受刑者 出所受刑者の入所度数別 懲罰回数","矯正統計","年次",,"2024-10-10"
"0003278385","00250005","出所受刑者 出所受刑者の出所時属性及び犯罪傾向の進度別 懲罰回数","矯正統計","年次",,"2024-10-10"
"0003278386","00250005","出所受刑者 出所受刑者の出所時属性及び犯罪傾向の進度別 出所事由","矯正統計","年次",,"2024-10-10"
"0003278387","00250005","出所受刑者 出所受刑者の出所時属性及び犯罪傾向の進度別 出所時矯正処遇の種類","矯正統計","年次",,"2024-10-10"
"0003278388","00250005","出所受刑者 出所受刑者の出所時属性及び犯罪傾向の進度別 出所時矯正処遇の処遇分類級(H18)","矯正統計","年次",,"2024-06-14"
"0003278391","00250005","出所受刑者 出所受刑者の出所事由別 帰住先","矯正統計","年次",,"2024-10-10"
"0003278392","00250005","出所受刑者 出所受刑者の入所度数別 帰住先","矯正統計","年次",,"2024-10-10"
"0003278393","00250005","出所受刑者 出所受刑者の出所時の保護別 帰住先","矯正統計","年次",,"2024-10-10"
"0003279986","00250005","休養患者 休養患者の病名別 診断時期、転帰事由及び平均り病日数(既決拘禁者)/(未決拘禁者)","矯正統計","年次",,"2024-10-10"
"0003280048","00250005","休養患者 休養患者の病名別 被収容者区分","矯正統計","年次",,"2024-10-10"
"0003280049","00250005","休養患者 休養患者の損傷及び中毒別 外因","矯正統計","年次",,"2024-10-15"
"0003280060","00250005","休養患者 休養患者の病名別 年齢(既決拘禁者)","矯正統計","年次",,"2024-10-10"
"0003280190","00250005","休養患者 死亡者の病名別 年齢","矯正統計","年次",,"2024-10-15"
"0003280191","00250005","懲罰 被収容者の懲罰事犯別 受罰人員","矯正統計","年次",,"2024-10-15"
"0003280192","00250005","懲罰 受刑者の懲罰事犯別 受罰人員","矯正統計","年次",,"2024-10-15"
"0003280193","00250005","懲罰 受刑者を除く被収容者の懲罰事犯別 受罰人員","矯正統計","年次",,"2024-10-15"
"0003280194","00250005","懲罰 在所中の行為により起訴された被収容者","矯正統計","年次",,"2024-10-15"
"0003280195","00250005","指紋 指紋対照、前科発見及び指紋原紙取扱数累年比較","矯正統計","年次",,"2024-10-15"
"0003286200","00250005","再入受刑者 再入受刑者の前刑職業訓練(H21以降)別 再犯時職業(H22以前)","矯正統計","年次",,"2024-06-14"
"0003286960","00250005","矯正関係 1 刑務所･拘置所別 被収容者の入出所事由別人員","矯正統計","月次",,"2025-05-28"
"0003287034","00250005","被収容者 施設別 年末在所受刑者の属性及び犯罪傾向の進度","矯正統計","年次",,"2024-09-27"
"0003287035","00250005","被収容者 施設別 年末在所外国人被収容者の国籍(総数)/(来日外国人)","矯正統計","年次",,"2024-09-27"
"0003287036","00250005","被収容者 施設別 外国人被収容者の年末収容人員(総数)/(来日外国人)","矯正統計","年次",,"2024-10-01"
"0003287037","00250005","出所受刑者 施設別 出所受刑者の出所時属性及び犯罪傾向の進度","矯正統計","年次",,"2024-10-10"
"0003287038","00250005","出所受刑者 施設別 出所受刑者中精神保健及び精神障害者福祉に関する法律による通報を行ったもの","矯正統計","年次",,"2024-10-10"
"0003287039","00250005","休養患者 施設別 休養患者の転帰事由及び休養延日数/(既決拘禁者)","矯正統計","年次",,"2024-10-10"
"0003287060","00250005","出所受刑者 施設別 出所受刑者の作業","矯正統計","年次",,"2024-10-10"
"0003287061","00250005","出所受刑者 施設別 出所受刑者の職業訓練(H21以降)","矯正統計","年次",,"2024-10-10"
"0003287062","00250005","出所受刑者 施設別 出所受刑者の職業訓練(H20以前)","矯正統計","年次",,"2024-09-27"
"0003287063","00250005","出所受刑者 施設別 出所受刑者の取得した資格・免許","矯正統計","年次",,"2024-10-10"
"0003287064","00250005","被収容者 施設別 被収容者の入出所人員","矯正統計","年次",,"2024-10-01"
"0003287065","00250005","被収容者 施設別 死刑確定者の入出所人員","矯正統計","年次",,"2024-10-01"
"0003287066","00250005","被収容者 施設別 受刑者の入出所事由","矯正統計","年次",,"2024-10-01"
"0003287067","00250005","新受刑者 施設別 新受刑者の罪名","矯正統計","年次",,"2024-10-01"
"0003287068","00250005","新受刑者 施設別 新受刑者の刑名・刑期","矯正統計","年次",,"2024-10-01"
"0003287069","00250005","被収容者 施設別 収容延人員/1日平均収容人員/年末収容人員","矯正統計","年次",,"2024-09-27"
