"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003278906","00500209","12","販売農家 雇用労働・受委託　農作業を受託した農家の耕種部門の事業部門別受託面積（沖縄県のみ）","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278907","00500209","12","販売農家 雇用労働・受委託　水稲作受託作業種類別受託した農家数と受託戸数、受託面積（沖縄県なし）","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278908","00500209","12","販売農家 雇用労働・受委託　さとうきび作受託作業種類別受託した農家数と受託戸数、受託面積（沖縄県）","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278909","00500209","12","販売農家 雇用労働・受委託　農作業を受託した農家の事業範囲別農家数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278910","00500209","12","販売農家 雇用労働・受委託　農作業の受託料金収入規模別農家数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278911","00500209","13","販売農家 農業用機械　農業用機械を所有している農家数と所有台数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278912","00500209","13","販売農家 農業用機械　農業用機械を所有している農家数と所有台数（北海道のみ）","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278913","00500209","13","販売農家 農業用機械　農業用機械を所有している農家数と所有台数（沖縄県のみ）","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278914","00500209","13","販売農家 農業用機械　農業用機械を利用した農家数と利用台数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278915","00500209","13","販売農家 農業用機械　農業用機械を利用した農家数と利用台数（北海道のみ）","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278916","00500209","13","販売農家 農業用機械　農業用機械を利用した農家数と利用台数（沖縄県のみ）","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278917","00500209","14","販売農家 農業経営の取り組み　組織形態別農家数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278918","00500209","14","販売農家 農業経営の取り組み　農業経営組織別家族経営協定を結んでいる農家数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278919","00500209","14","販売農家 農業経営の取り組み　農業経営の簿記記帳（複式）を行っている農家数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278920","00500209","14","販売農家 農業経営の取り組み　青色申告を行っている農家数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278921","00500209","14","販売農家 農業経営の取り組み　農業生産関連事業を行っている農家の事業種類別農家数と利用者数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278922","00500209","14","販売農家 農業経営の取り組み　農産物出荷先別農家数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278923","00500209","14","販売農家 農業経営の取り組み　農業経営組織別契約生産を行っている農家数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278924","00500209","14","販売農家 農業経営の取り組み　農業経営組織別環境保全型農業に取り組んでいる農家数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278925","00500209","14","販売農家 農業経営の取り組み　環境保全型農業に取り組んでいる農家の取組形態別農家数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278926","00500209","15","林家 保有山林面積規模別林家数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278927","00500209","15","林家 保有山林面積規模別保有山林面積","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278780","00500209","2","農林業経営体 農林業経営体数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278781","00500209","2","農林業経営体 組織形態別経営体数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278782","00500209","2","農林業経営体 経営タイプ別経営体数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278783","00500209","2","農林業経営体 事業収入規模別経営体数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278784","00500209","2","農林業経営体 一世帯複数経営の世帯数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278785","00500209","3","農業経営体 組織形態別経営体数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278786","00500209","3","農業経営体 経営耕地面積規模別経営体数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278787","00500209","3","農業経営体 農業経営組織別経営体数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278788","00500209","3","農業経営体 経営耕地の状況","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278789","00500209","3","農業経営体 借入・貸付耕地・耕作放棄地のある経営体数と借入・貸付耕地・耕作放棄地面積","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278790","00500209","3","農業経営体 耕地以外で採草地・放牧地として利用した土地　山林、原野等で過去1年間に利用した土地","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278791","00500209","3","農業経営体 販売目的の作物の類別作付（栽培）経営体数と作付（栽培）面積","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278792","00500209","3","農業経営体 販売目的のきのこ類の栽培経営体数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278793","00500209","3","農業経営体 販売目的の果樹の栽培経営体数と栽培面積","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278794","00500209","3","農業経営体 販売目的の家畜を飼養している経営体数と飼養頭羽数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278796","00500209","3","農業経営体 農作業を受託した経営体の事業部門別経営体数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278797","00500209","3","農業経営体 農作業を受託した経営体の事業部門別経営体数（沖縄県のみ）","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278798","00500209","3","農業経営体 農作業を受託した経営体の耕種部門の事業部門別受託面積","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278799","00500209","3","農業経営体 農作業を受託した経営体の耕種部門の事業部門別受託面積（沖縄県のみ）","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278800","00500209","3","農業経営体 水稲作受託作業種類別受託した経営体数と受託戸数、受託面積（沖縄県なし）","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278801","00500209","3","農業経営体 さとうきび作受託作業種類別受託した経営体数と受託戸数、受託面積（沖縄県）","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278802","00500209","3","農業経営体 農業用機械を所有している経営体数と所有台数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278803","00500209","3","農業経営体 農業用機械を所有している経営体数と所有台数（北海道のみ）","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278804","00500209","3","農業経営体 農業用機械を所有している経営体数と所有台数（沖縄県のみ）","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278805","00500209","3","農業経営体 農業用機械を利用した経営体数と利用台数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278806","00500209","3","農業経営体 農業用機械を利用した経営体数と利用台数（北海道のみ）","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278807","00500209","3","農業経営体 農業用機械を利用した経営体数と利用台数（沖縄県のみ）","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278808","00500209","3","農業経営体 農業生産関連事業を行っている経営体の事業種類別経営体数と利用者数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278809","00500209","3","農業経営体 農業経営組織別契約生産を行っている経営体数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278810","00500209","3","農業経営体 農業経営組織別環境保全型農業に取り組んでいる経営体数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278811","00500209","3","農業経営体 環境保全型農業に取り組んでいる経営体の取組形態別経営体数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278812","00500209","3","農業経営体 協業経営の状況","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278813","00500209","3","農業経営体 農業集落内の農業経営への参加状況","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003322341","00500209","3","農業経営体 農業労働力","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278814","00500209","4","林業経営体 林業経営体数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278815","00500209","4","林業経営体 組織形態別経営体数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278816","00500209","4","林業経営体 保有山林の状況","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278817","00500209","4","林業経営体 保有山林面積規模別経営体数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278818","00500209","4","林業経営体 林業労働力","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278819","00500209","4","林業経営体 素材生産を行った経営体数と素材生産量","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278820","00500209","4","林業経営体 林業作業を受託した経営体数と受託面積","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278821","00500209","4","林業経営体 林業作業を受託した経営体の受託先別面積","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278822","00500209","4","林業経営体 林業作業を受託した経営体の事業範囲別経営体数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278823","00500209","4","林業経営体 林業作業の受託料金収入規模別経営体数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278824","00500209","4","林業経営体 受託料金収入割合1位の事業種類別経営体数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278825","00500209","4","林業経営体 林業作業を受託した経営体の収入1位の事業種類別経営体数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278826","00500209","4","林業経営体 保有山林のある会社の収入が最も多い事業種類別経営体数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278827","00500209","5","林業経営体のうち家族経営 保有山林の状況","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278828","00500209","5","林業経営体のうち家族経営 保有山林面積規模別経営体数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278829","00500209","5","林業経営体のうち家族経営 保有山林の所在地別経営体数と保有山林面積","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278830","00500209","5","林業経営体のうち家族経営 人工林齢級別経営体数と人工林面積","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278831","00500209","5","林業経営体のうち家族経営 過去1年間に林産物の販売を行った経営体数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278832","00500209","5","林業経営体のうち家族経営 林産物販売金額規模別経営体数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278833","00500209","5","林業経営体のうち家族経営 過去5年間に保有山林で林業作業を行った経営体の作業別経営体数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278834","00500209","5","林業経営体のうち家族経営 過去1年間に保有山林で林業作業を行った経営体の作業別経営体数と作業面積","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278835","00500209","5","林業経営体のうち家族経営 過去１年間に林業作業を委託した経営体数と委託面積","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278836","00500209","5","林業経営体のうち家族経営 過去1年間に林業作業を受託した経営体数と受託面積","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278837","00500209","5","林業経営体のうち家族経営 過去1年間に自営林業に従事した日数別世帯員数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278838","00500209","5","林業経営体のうち家族経営 世帯で最も多い収入種類別経営体数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278839","00500209","6","総農家等 総農家数及び土地持ち非農家数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278840","00500209","6","総農家等 経営・借入・貸付耕地のある農家数と経営・借入・貸付耕地面積","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278841","00500209","6","総農家等 土地持ち非農家の所有耕地及び貸付耕地","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278842","00500209","6","総農家等 耕作放棄地のある農家（世帯）数・耕作放棄地面積","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278843","00500209","6","総農家等 総農家の世帯員数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278844","00500209","7","販売農家 農家・人口　経営耕地面積規模別農家数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278845","00500209","7","販売農家 農家・人口　所有耕地面積規模別農家数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278846","00500209","7","販売農家 農家・人口　主副業別農家数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278847","00500209","7","販売農家 農家・人口　農業主従別農家数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278848","00500209","7","販売農家 農家・人口　農産物販売金額規模別農家数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278849","00500209","7","販売農家 農家・人口　農産物販売金額1位の部門別農家数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278850","00500209","7","販売農家 農家・人口　農業経営組織別農家数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278851","00500209","7","販売農家 農家・人口　農業経営部門数別農家数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278852","00500209","7","販売農家 農家・人口　農業投下労働規模別農家数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278853","00500209","7","販売農家 農家・人口　農業労働力保有状態別農家数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278854","00500209","7","販売農家 農家・人口　家族構成別農家数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278855","00500209","7","販売農家 農家・人口　家としての世代構成別農家数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278856","00500209","7","販売農家 農家・人口　専兼業別農家数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278857","00500209","7","販売農家 農家・人口　年齢別世帯員数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278858","00500209","7","販売農家 農家・人口　世帯員数別農家数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278859","00500209","7","販売農家 農家・人口　年齢別農業経営者数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278860","00500209","8","販売農家 就業構造　就業状態別世帯員数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278861","00500209","8","販売農家 就業構造　年齢別農業従事者数（自営農業に従事した世帯員数）","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278862","00500209","8","販売農家 就業構造　自営農業従事日数別農業従事者数（自営農業に従事した世帯員数）","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278863","00500209","8","販売農家 就業構造　年齢別農業就業人口（自営農業に主として従事した世帯員数）","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278864","00500209","8","販売農家 就業構造　年齢別基幹的農業従事者数（自営農業に主として従事した世帯員のうち仕事が主の世帯員数）","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278865","00500209","8","販売農家 就業構造　農業従事者等の平均年齢","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
"0003278866","00500209","8","販売農家 就業構造　年齢別同居農業後継者数・他出農業後継者数","2005年農林業センサス","第２巻　農林業経営体調査報告書（総括編）",NA,NA,"年次","200501-200512","2025-04-09"
