"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003286987","00250006","少年院別　新収容者の年齢","少年矯正統計","少年院","年次",,"2024-12-03"
"0003286988","00250006","少年院別　新収容者の少年院の種類・処遇区分","少年矯正統計","少年院","年次",,"2024-11-25"
"0003286989","00250006","少年院別　新収容者の処遇課程等","少年矯正統計","少年院","年次",,"2024-11-25"
"0003286990","00250006","少年院別　新収容者の少年院の種類・矯正教育課程","少年矯正統計","少年院","年次",,"2024-12-03"
"0003286991","00250006","少年院別　新収容者の保護処分歴等　保護処分歴","少年矯正統計","少年院","年次",,"2024-12-03"
"0003286992","00250006","少年院別　新収容者の保護処分歴等　審判不開始・不処分歴","少年矯正統計","少年院","年次",,"2024-12-03"
"0003286993","00250006","少年院別　新収容者の保護処分歴等　試験観察歴","少年矯正統計","少年院","年次",,"2024-12-03"
"0003286994","00250006","少年院別　新収容者の精神診断","少年矯正統計","少年院","年次",,"2024-12-06"
"0003286995","00250006","少年院別　新収容者の不良集団関係及び薬物等使用関係 不良集団関係","少年矯正統計","少年院","年次",,"2024-12-06"
"0003286996","00250006","少年院別　新収容者の不良集団関係及び薬物等使用関係 薬物等使用関係","少年矯正統計","少年院","年次",,"2024-12-06"
"0003286997","00250006","少年院別　出院者の処遇課程等","少年矯正統計","少年院","年次",,"2024-11-25"
"0003286998","00250006","少年院別　出院者の矯正教育課程","少年矯正統計","少年院","年次",,"2024-12-11"
"0003286999","00250006","少年院別　退院者の在院期間（ＳＥ、ＳＡ対象者以外）","少年矯正統計","少年院","年次",,"2024-12-11"
"0003287000","00250006","少年院別　仮退院者の在院期間（ＳＥ、ＳＡ対象者以外）","少年矯正統計","少年院","年次",,"2024-12-11"
"0003287001","00250006","少年院別　仮退院者の在院期間（ＳＥ、ＳＡ対象者）","少年矯正統計","少年院","年次",,"2024-12-11"
"0003287002","00250006","少年院別　退院者の在院期間（長期処遇対象者）","少年矯正統計","少年院","年次",,"2024-11-25"
"0003287003","00250006","少年院別　仮退院者の在院期間（長期処遇対象者）","少年矯正統計","少年院","年次",,"2024-11-25"
"0003287004","00250006","少年院別　仮退院者の在院期間（短期処遇対象者）","少年矯正統計","少年院","年次",,"2024-11-25"
"0003287005","00250006","少年院別　出院者の外出回数","少年矯正統計","少年院","年次",,"2024-12-11"
"0003287006","00250006","少年院別　出院者の外泊回数","少年矯正統計","少年院","年次",,"2024-12-11"
"0003287007","00250006","少年院別　出院者の職業補導","少年矯正統計","少年院","年次",,"2024-11-25"
"0003287008","00250006","少年院別　出院者の職業指導","少年矯正統計","少年院","年次",,"2024-12-11"
"0003287009","00250006","少年院別　出院者の院外委嘱教育","少年矯正統計","少年院","年次",,"2024-11-25"
"0003287010","00250006","少年院別　出院者の院外委嘱指導","少年矯正統計","少年院","年次",,"2024-12-11"
"0003287011","00250006","少年院別　出院者の在院中に取得した資格・免許（職業補導関連の有無別）","少年矯正統計","少年院","年次",,"2024-11-25"
"0003287012","00250006","少年院別　出院者の在院中に取得した資格・免許（職業指導関連の有無別）","少年矯正統計","少年院","年次",,"2024-12-11"
"0003287013","00250006","少年院別　出院者の学校修了証明書授与及び進路　学校修了証明書授与","少年矯正統計","少年院","年次",,"2024-12-11"
"0003287014","00250006","少年院別　出院者の学校修了証明書授与及び進路　進路","少年矯正統計","少年院","年次",,"2024-12-11"
"0003287015","00250006","少年院別　出院者の賞の回数","少年矯正統計","少年院","年次",,"2024-12-11"
"0003287016","00250006","少年院別　出院者の移送の有無","少年矯正統計","少年院","年次",,"2024-12-11"
"0003287017","00250006","少年院別　出院者の収容継続の有無　～2014年","少年矯正統計","少年院","年次",,"2024-11-25"
"0003287018","00250006","少年院別　出院者の収容継続の有無　2015年～","少年矯正統計","少年院","年次",,"2024-12-11"
"0003287019","00250006","少年院別　出院者の就労支援","少年矯正統計","少年院","年次",,"2024-12-11"
"0003287020","00250006","少年院別 入出院事由別人員","少年矯正統計","少年院","月次",,"2025-06-02"
"0003287021","00250006","少年院別 新収容者の矯正教育課程別人員","少年矯正統計","少年院","月次",,"2025-06-02"
"0003287022","00250006","少年院別 在院者の矯正教育課程別人員","少年矯正統計","少年院","月次",,"2025-06-02"
"0003287023","00250006","少年院別 新収容者の処遇課程等別人員","少年矯正統計","少年院","月次",,"2024-03-25"
"0003287024","00250006","少年院別 在院者の処遇課程等別人員","少年矯正統計","少年院","月次",,"2024-03-25"
"0004010900","00250006","新収容者の矯正教育課程別　少年院送致歴","少年矯正統計","少年院","年次",,"2024-12-06"
"0004010920","00250006","新収容者の矯正教育課程別　少年院送致歴（特定少年）","少年矯正統計","少年院","年次",,"2024-12-06"
